region,filename,highway,bicycle,cycleway,lanes,maxspeed,oneway,label
portland,w418726840_n1391320093.jpg,secondary,,,4,30 mph,,0
portland,w175968450_n40489608.jpg,secondary,designated,lane,4,35 mph,,1
portland,w406040521_n1598834032.jpg,secondary,,,4,,,0
portland,w418575011_n3527526130.jpg,secondary,designated,lane,4,35 mph,,1
portland,w5525351_n2111219938.jpg,tertiary,,,2,30 mph,,0
portland,w11712183_n1025938079.jpg,tertiary,,,,,,0
portland,w189588341_n40636738.jpg,primary,designated,lane,4,30 mph,yes,1
portland,w11834569_n106037844.jpg,tertiary,designated,,2,,,1
portland,w428314464_n4274312034.jpg,secondary,designated,shared_lane,2,30 mph,,1
portland,w604404179_n1409093219.jpg,primary,designated,lane,5,30 mph,,1
portland,w601354465_n1396605057.jpg,tertiary,designated,track,3,,,1
portland,w537642673_n1729727604.jpg,tertiary,,,1,,yes,0
portland,w193816744_n2043277787.jpg,tertiary,designated,,,25 mph,,1
portland,w427904784_n53138947.jpg,secondary,designated,lane,5,35 mph,,1
portland,w55131615_n1766642563.jpg,tertiary,,,,,,0
portland,w460419017_n4560893270.jpg,secondary,designated,shared_lane,4,30 mph,no,1
portland,w395901741_n1417635870.jpg,secondary,designated,lane,3,35 mph,,1
portland,w322361951_n392944791.jpg,primary,,,,,,0
portland,w54490666_n5312910431.jpg,motorway,,,3,55 mph,yes,0
portland,w6343262_n3666609625.jpg,tertiary,,,1,,yes,0
portland,w360390237_n5767475123.jpg,tertiary,,,2,30 mph,yes,0
portland,w394509664_n4578440374.jpg,primary,yes,,4,35 mph,,1
portland,w604404163_n2012936527.jpg,primary,designated,lane,4,30 mph,,1
portland,w418888627_n40729794.jpg,primary,yes,,,45 mph,,1
portland,w46900037_n40494297.jpg,tertiary,designated,,2,25 mph,,1
portland,w534738607_n1369562127.jpg,primary,designated,lane,4,35 mph,yes,1
portland,w460423538_n1725944761.jpg,tertiary,designated,lane,2,30 mph,,1
portland,w197438464_n1668099102.jpg,primary,designated,lane,3,45 mph,,1
portland,w428085412_n4531063559.jpg,secondary,,,4,30 mph,,0
portland,w531902249_n59713402.jpg,secondary,designated,shared_lane,4,30 mph,,1
portland,w123274031_n40496720.jpg,secondary,,,4,30 mph,,0
portland,w428305118_n2481926135.jpg,primary,designated,shared_lane,4,30 mph,yes,1
portland,w120458401_n2078206450.jpg,tertiary,designated,lane,,,,1
portland,w169286434_n1385148823.jpg,primary,designated,lane,4,35 mph,,1
portland,w401858828_n1203541417.jpg,tertiary,designated,,2,30 mph,,1
portland,w550521591_n686448853.jpg,secondary,,,4,35 mph,no,0
portland,w97929149_n1133475907.jpg,secondary,designated,,2,,yes,1
portland,w595710770_n5246345393.jpg,tertiary,designated,,,30 mph,,1
portland,w524664170_n104946217.jpg,tertiary,designated,,2,,no,1
portland,w23630238_n1389069129.jpg,primary,yes,,,30 mph,yes,1
portland,w60420562_n1600631390.jpg,tertiary,designated,,,20 mph,,1
portland,w428002611_n336762704.jpg,primary,designated,lane,3,30 mph,,1
portland,w357012701_n1486477081.jpg,motorway,,,3,25 mph,yes,0
portland,w6474773_n53223121.jpg,tertiary,,,2,30 mph,,0
portland,w260318016_n151888259.jpg,tertiary,designated,shared_lane,,30 mph,,1
portland,w371063083_n5174231813.jpg,secondary,designated,,2,30 mph,yes,1
portland,w332591272_n5321357365.jpg,secondary,designated,shared_lane,2,30 mph,,1
portland,w189781349_n1386994476.jpg,tertiary,,,,,,0
portland,w118879652_n1336217299.jpg,tertiary,designated,,,25 mph,,1
portland,w418674734_n2133172138.jpg,primary,designated,lane,3,45 mph,yes,1
portland,w531835473_n5161996820.jpg,primary,,,5,35 mph,no,0
portland,w11834220_n4990031785.jpg,tertiary,,,,,,0
portland,w119415842_n2000795096.jpg,primary,yes,,5,35 mph,,1
portland,w402084473_n4045197528.jpg,motorway,no,,4,60 mph,yes,0
portland,w161838509_n1737933099.jpg,tertiary,,,,,yes,0
portland,w404164468_n1253676428.jpg,tertiary,designated,,2,,,1
portland,w622750534_n60878179.jpg,secondary,designated,shared_lane,,30 mph,,1
portland,w428257434_n344385303.jpg,primary,designated,shared_lane,,30 mph,,1
portland,w125202296_n1341918629.jpg,primary,yes,,2,35 mph,yes,1
portland,w397842836_n1124394241.jpg,secondary,designated,,2,35 mph,yes,1
portland,w382375781_n176498455.jpg,secondary,designated,,3,40 mph,yes,1
portland,w117058378_n40588244.jpg,tertiary,designated,,1,25 mph,yes,1
portland,w189294798_n1999366639.jpg,primary,yes,,2,35 mph,yes,1
portland,w366692329_n2633260286.jpg,secondary,designated,lane,2,25 mph,no,1
portland,w8165854_n53128408.jpg,secondary,,,,,,0
portland,w100263755_n3861736779.jpg,primary,,shared_lane,3,,,1
portland,w418882331_n40729720.jpg,primary,yes,,,40 mph,,1
portland,w142539357_n1433168543.jpg,tertiary,,,2,25,,0
portland,w637063991_n4694356214.jpg,primary,,,4,30 mph,,0
portland,w127836668_n1406352936.jpg,tertiary,designated,lane,,30 mph,,1
portland,w127284903_n40466073.jpg,tertiary,designated,,,25 mph,yes,1
portland,w205406707_n40488447.jpg,tertiary,designated,,,25 mph,,1
portland,w24867565_n270227160.jpg,tertiary,designated,lane,,25 mph,,1
portland,w24867570_n270227160.jpg,tertiary,,lane,,,,1
portland,w586109400_n4042040839.jpg,secondary,yes,,4,25 mph,,1
portland,w5541016_n1382218533.jpg,primary,,,,,yes,0
portland,w123617263_n1711046329.jpg,tertiary,designated,,,25 mph,,1
portland,w117058388_n471834821.jpg,tertiary,designated,shared_lane,2,20 mph,,1
portland,w306195321_n30789997.jpg,motorway,,,4,60 mph,yes,0
portland,w6411333_n59713124.jpg,tertiary,,,4,30 mph,,0
portland,w378845730_n779404314.jpg,primary,,,4,25 mph,,0
portland,w561898231_n5229494409.jpg,motorway,,,,60 mph,yes,0
portland,w54500075_n5320858643.jpg,motorway,,,3,55 mph,yes,0
portland,w226578076_n2353575316.jpg,secondary,designated,,3,,no,1
portland,w333012554_n5317313980.jpg,secondary,,,3,35 mph,no,0
portland,w418654043_n4190208414.jpg,primary,yes,,3,35 mph,yes,1
portland,w5532103_n3731260085.jpg,tertiary,,,,20 mph,,0
portland,w30678106_n4677451331.jpg,primary,,,,,yes,0
portland,w396071332_n4580409340.jpg,primary,yes,,4,35 mph,,1
portland,w620762165_n53106016.jpg,tertiary,designated,shared_lane,,,,1
portland,w117162966_n3755398203.jpg,tertiary,designated,,,,,1
portland,w55698482_n699945786.jpg,secondary,designated,lane,2,30 mph,,1
portland,w435753590_n30003782.jpg,motorway,no,,3,,yes,0
portland,w39877404_n478469541.jpg,secondary,designated,lane,2,30 mph,yes,1
portland,w393888366_n3841492400.jpg,secondary,designated,lane,2,30 mph,,1
portland,w332223496_n3295704221.jpg,secondary,designated,shared_lane,1,30 mph,yes,1
portland,w129030995_n53178614.jpg,primary,,,3,35 mph,yes,0
portland,w428227851_n3873662029.jpg,secondary,,,4,30 mph,,0
portland,w328502297_n3353322566.jpg,primary,,,4,,,0
portland,w418688085_n40530304.jpg,primary,designated,lane,5,30 mph,,1
portland,w428254446_n4273824455.jpg,secondary,designated,shared_lane,3,30 mph,,1
portland,w302193676_n104819468.jpg,primary,,,,,,0
portland,w428004658_n4271603330.jpg,secondary,designated,lane,4,30 mph,,1
portland,w431431042_n1784252922.jpg,motorway,no,,2,,yes,0
portland,w117043222_n2132919357.jpg,tertiary,designated,,,20 mph,,1
portland,w280957325_n5000839282.jpg,secondary,designated,,2,25 mph,no,1
portland,w399347297_n3338184167.jpg,tertiary,,,3,,,0
portland,w169669250_n4605832348.jpg,secondary,,,2,,,0
portland,w260327289_n2423272672.jpg,tertiary,designated,shared_lane,,,,1
portland,w124113055_n1390314381.jpg,secondary,designated,lane,,30 mph,yes,1
portland,w369877037_n5283337616.jpg,secondary,,,4,30 mph,,0
portland,w250169476_n1731021386.jpg,secondary,,,,35 mph,yes,0
portland,w428005314_n53131140.jpg,secondary,,,,,,0
portland,w40166528_n483700602.jpg,primary,yes,,,40 mph,yes,1
portland,w197608941_n1386499441.jpg,primary,,lane,2,45 mph,,1
portland,w79433296_n40659996.jpg,secondary,designated,lane,,40 mph,,1
portland,w394508685_n40552649.jpg,tertiary,yes,,2,30 mph,,1
portland,w418585731_n40586093.jpg,secondary,designated,,3,30 mph,,1
portland,w603468171_n40447163.jpg,primary,designated,lane,5,35 mph,,1
portland,w391114826_n53233991.jpg,secondary,designated,,3,30 mph,,1
portland,w123889294_n1377831236.jpg,motorway,no,,4,50 mph,yes,0
portland,w11957427_n3830180585.jpg,secondary,designated,,4,,,1
portland,w172745982_n40544616.jpg,tertiary,designated,,2,25 mph,,1
portland,w428031751_n634092914.jpg,secondary,,,,,no,0
portland,w392593066_n1667960901.jpg,secondary,,,5,30 mph,,0
portland,w191858261_n40688422.jpg,tertiary,designated,,,20 mph,,1
portland,w130345927_n1435953290.jpg,primary,,,4,30 mph,,0
portland,w31527184_n1472589712.jpg,tertiary,designated,lane,,25 mph,,1
portland,w5527383_n5038534755.jpg,primary,designated,,4,,,1
portland,w54313947_n684800913.jpg,motorway,no,,2,40 mph,yes,0
portland,w418552582_n40565573.jpg,primary,yes,,2,35 mph,yes,1
portland,w166264764_n1504554286.jpg,secondary,yes,,2,30 mph,yes,1
portland,w396109493_n5918967612.jpg,secondary,designated,,3,35 mph,yes,1
portland,w5521368_n2078138414.jpg,tertiary,,,3,30 mph,,0
portland,w628628490_n5934936559.jpg,tertiary,designated,,2,35 mph,yes,1
portland,w11818804_n1604338923.jpg,tertiary,,,,,,0
portland,w315442378_n5317312690.jpg,primary,,,3,25 mph,yes,0
portland,w319212394_n1368553140.jpg,secondary,designated,,2,30 mph,yes,1
portland,w438074614_n29972866.jpg,tertiary,designated,no,2,20 mph,,1
portland,w406230073_n4957732451.jpg,secondary,designated,,1,,yes,1
portland,w119112439_n1086965410.jpg,primary,designated,lane,2,35 mph,,1
portland,w418666979_n1410598126.jpg,primary,yes,,,35 mph,,1
portland,w306258912_n627216115.jpg,motorway,no,,5,60 mph,yes,0
portland,w462696727_n1854874244.jpg,tertiary,designated,shared_lane,2,30 mph,yes,1
portland,w236943237_n40661139.jpg,motorway,no,,3,55 mph,yes,0
portland,w454898345_n3799361003.jpg,tertiary,designated,,,25 mph,,1
portland,w133886684_n3782792437.jpg,primary,,,3,40 mph,yes,0
portland,w179494676_n741708449.jpg,tertiary,,,2,30 mph,,0
portland,w4910540_n32102041.jpg,tertiary,,,2,30 mph,,0
portland,w427901473_n1189880815.jpg,secondary,designated,shared_lane,5,,no,1
portland,w428247193_n2995422752.jpg,secondary,designated,lane,3,30 mph,,1
portland,w5519241_n1369562084.jpg,tertiary,designated,,1,,yes,1
portland,w428312542_n3456456991.jpg,primary,,,7,30 mph,,0
portland,w124658311_n40576810.jpg,secondary,designated,lane,2,35 mph,,1
portland,w418663370_n1342706353.jpg,primary,yes,no,3,25 mph,yes,1
portland,w428228044_n3785064130.jpg,secondary,designated,no,3,30 mph,,1
portland,w8027797_n59594007.jpg,secondary,designated,,4,30 mph,,1
portland,w11818173_n1685862640.jpg,tertiary,designated,lane,2,25 mph,,1
portland,w39456148_n104363783.jpg,primary,,,2,,no,0
portland,w128237854_n5246741557.jpg,primary,designated,,,35 mph,,1
portland,w461664959_n1421585501.jpg,tertiary,designated,,,20 mph,,1
portland,w330749225_n5077731284.jpg,primary,designated,lane,4,35 mph,,1
portland,w221310772_n1321255974.jpg,secondary,yes,,,30 mph,,1
portland,w395201946_n3981112263.jpg,primary,,,5,35 mph,-1,0
portland,w398847740_n5531012541.jpg,tertiary,designated,,2,25 mph,no,1
portland,w619016068_n3641668681.jpg,secondary,designated,,2,,yes,1
portland,w150590788_n3963016348.jpg,tertiary,designated,share_busway,3,25 mph,yes,1
portland,w394509673_n1412678953.jpg,primary,yes,,5,35 mph,,1
portland,w505616266_n176434358.jpg,tertiary,designated,lane,4,30 mph,,1
portland,w13726934_n1840703789.jpg,secondary,,,5,30 mph,,0
portland,w111859111_n53199799.jpg,tertiary,designated,shared_lane,2,30 mph,,1
portland,w189899175_n40494869.jpg,secondary,designated,,2,30 mph,,1
portland,w370819931_n53191427.jpg,tertiary,,,,,,0
portland,w161239484_n2142156887.jpg,tertiary,,,,,,0
portland,w205117139_n2150876155.jpg,tertiary,designated,,,30 mph,,1
portland,w589306363_n5627342020.jpg,secondary,designated,,2,35 mph,yes,1
portland,w106342437_n3935307029.jpg,primary,,,2,35 mph,yes,0
portland,w111662393_n1448359800.jpg,tertiary,yes,,2,30 mph,,1
portland,w625479010_n105262364.jpg,primary,designated,lane,,,,1
portland,w135346105_n1486477092.jpg,motorway,,,,25 mph,yes,0
portland,w54509600_n5322515356.jpg,motorway,,,2,55 mph,yes,0
portland,w135117863_n40650230.jpg,tertiary,designated,lane,1,25 mph,yes,1
portland,w603468157_n1649636724.jpg,tertiary,designated,,2,30 mph,,1
portland,w134047162_n176530511.jpg,tertiary,designated,,1,25 mph,yes,1
portland,w337667434_n53168035.jpg,secondary,designated,shared_lane,2,30 mph,yes,1
portland,w193405024_n1433980929.jpg,tertiary,designated,,,35 mph,,1
portland,w312715138_n105013156.jpg,tertiary,,,,,,0
portland,w5534907_n2173538376.jpg,secondary,designated,,3,,,1
portland,w418585730_n40586089.jpg,secondary,designated,,3,25 mph,,1
portland,w5539520_n3036609802.jpg,tertiary,,,,,,0
portland,w572052004_n53125167.jpg,tertiary,,,,,,0
portland,w17020304_n176458605.jpg,tertiary,,,,,,0
portland,w191017264_n3478124282.jpg,tertiary,,,,,,0
portland,w332187355_n634103806.jpg,secondary,designated,shared_lane,,,yes,1
portland,w524649731_n5105282278.jpg,tertiary,designated,,,,,1
portland,w119505467_n40453057.jpg,tertiary,yes,,,,,1
portland,w171855986_n1396250687.jpg,primary,yes,,,30 mph,yes,1
portland,w331904894_n105690270.jpg,secondary,,shared_lane,,,,1
portland,w223940214_n3528724569.jpg,tertiary,designated,lane,3,30 mph,,1
portland,w197576993_n40612568.jpg,secondary,designated,lane,4,35 mph,,1
portland,w193401564_n1646609075.jpg,tertiary,designated,,2,25 mph,,1
portland,w4810243_n2565470577.jpg,secondary,,,2,,yes,0
portland,w418542763_n40547065.jpg,secondary,yes,,3,35 mph,,1
portland,w170778334_n1819221372.jpg,primary,,,3,40 mph,yes,0
portland,w540087816_n289462720.jpg,secondary,designated,,2,30 mph,,1
portland,w190499643_n2011391512.jpg,secondary,yes,,,40 mph,,1
portland,w428100720_n5757428342.jpg,secondary,,,5,30 mph,,0
portland,w428089314_n4272325049.jpg,secondary,,,3,30 mph,,0
portland,w13517026_n4029139459.jpg,motorway,no,,3,60 mph,reversible,0
portland,w319200609_n1783703061.jpg,secondary,yes,,,30 mph,,1
portland,w143329899_n1385362517.jpg,tertiary,designated,,,20 mph,,1
portland,w332483022_n3396235250.jpg,secondary,designated,lane,2,35 mph,yes,1
portland,w486286545_n4789370462.jpg,secondary,,,3,30 mph,,0
portland,w428099796_n1735873030.jpg,primary,,,4,30 mph,,0
portland,w128571672_n255992401.jpg,secondary,designated,lane,,30 mph,,1
portland,w5517486_n1391552380.jpg,tertiary,,,2,30 mph,,0
portland,w5523664_n1400269128.jpg,tertiary,designated,,2,35 mph,,1
portland,w484849334_n53213293.jpg,secondary,,,2,30 mph,,0
portland,w395899931_n495973224.jpg,tertiary,designated,lane,3,35 mph,,1
portland,w428020226_n31327254.jpg,motorway,yes,,4,45 mph,yes,1
portland,w44988499_n1739870493.jpg,tertiary,,,,,,0
portland,w595202022_n1396605055.jpg,tertiary,designated,track,2,,,1
portland,w396290406_n2474742763.jpg,secondary,designated,lane,4,30 mph,,1
portland,w595610374_n1377255008.jpg,tertiary,designated,,,,,1
portland,w65443848_n40487194.jpg,secondary,designated,,,30 mph,,1
portland,w510893768_n4998819653.jpg,tertiary,,,2,25 mph,no,0
portland,w427904786_n53138948.jpg,secondary,designated,lane,,35 mph,,1
portland,w438074617_n2795767706.jpg,tertiary,designated,no,2,20 mph,,1
portland,w135838506_n1491023839.jpg,tertiary,designated,,,25 mph,yes,1
portland,w40236523_n1487952598.jpg,primary,designated,,4,40 mph,,1
portland,w189966945_n3641668680.jpg,primary,yes,lane,3,,yes,1
portland,w511372611_n5002328868.jpg,primary,designated,,1,25 mph,yes,1
portland,w462701806_n5440638046.jpg,secondary,designated,no,4,30 mph,,1
portland,w54362104_n1364261909.jpg,tertiary,,,2,,yes,0
portland,w59716360_n5430847913.jpg,primary,,,6,40 mph,,0
portland,w418688097_n3195816715.jpg,secondary,designated,lane,3,25 mph,,1
portland,w397382301_n973418555.jpg,primary,,,2,40 mph,yes,0
portland,w450278364_n4273824464.jpg,secondary,designated,shared_lane,3,30 mph,,1
portland,w604717230_n40707404.jpg,secondary,,,3,30 mph,yes,0
portland,w621319689_n30758569.jpg,secondary,designated,lane,2,30 mph,,1
portland,w193405042_n40716566.jpg,tertiary,designated,,,35 mph,,1
portland,w597467015_n40767156.jpg,tertiary,designated,,,20 mph,,1
portland,w418567656_n1320932209.jpg,secondary,,,,35 mph,,0
portland,w117043235_n40725291.jpg,tertiary,designated,,,20 mph,yes,1
portland,w608025475_n1864943607.jpg,motorway,no,,4,60 mph,yes,0
portland,w121635818_n5312910436.jpg,motorway,,,2,50 mph,yes,0
portland,w127455618_n40746779.jpg,tertiary,designated,,,20 mph,,1
portland,w135838516_n1985201592.jpg,tertiary,designated,,1,15 mph,yes,1
portland,w418888670_n1385306654.jpg,secondary,designated,,,35 mph,yes,1
portland,w244303611_n5440358512.jpg,tertiary,,,,,,0
portland,w5510504_n40391341.jpg,secondary,no,,3,35 mph,yes,0
portland,w428090405_n4915560443.jpg,primary,no,,5,35 mph,,0
portland,w382927907_n3802851402.jpg,tertiary,,,2,25 mph,,0
portland,w65490079_n3990968688.jpg,secondary,yes,,4,40 mph,,1
portland,w11736317_n4771124689.jpg,tertiary,,,2,,,0
portland,w473446071_n4675635887.jpg,tertiary,designated,,,,yes,1
portland,w604404293_n40637744.jpg,primary,designated,lane,5,30 mph,,1
portland,w30368869_n1376366295.jpg,tertiary,,,2,30 mph,,0
portland,w418792041_n4294164273.jpg,secondary,,,,30 mph,yes,0
portland,w205288376_n1382233273.jpg,secondary,designated,lane,,30 mph,yes,1
portland,w54362097_n685106580.jpg,tertiary,designated,,2,25 mph,yes,1
portland,w52638098_n3396096271.jpg,primary,,,2,15 mph,yes,0
portland,w90316549_n1490096557.jpg,tertiary,,,,,yes,0
portland,w418707825_n4583496192.jpg,primary,,,3,30 mph,yes,0
portland,w61025857_n5768973753.jpg,tertiary,,,,30 mph,yes,0
portland,w171946644_n1829040935.jpg,tertiary,designated,lane,,,yes,1
portland,w360589204_n2524926761.jpg,primary,designated,lane,4,30 mph,,1
portland,w117160535_n1369494458.jpg,tertiary,designated,shared_lane,,,,1
portland,w595710747_n5246345399.jpg,secondary,,,,35 mph,,0
portland,w4869367_n30012798.jpg,secondary,,,4,30 mph,,0
portland,w397727275_n3671060675.jpg,secondary,designated,,4,35 mph,yes,1
portland,w366446740_n5531007821.jpg,secondary,designated,lane,4,35 mph,no,1
portland,w54340332_n684907538.jpg,motorway,no,,2,,yes,0
portland,w203653599_n1481637394.jpg,primary,yes,,,40 mph,,1
portland,w427901458_n53195547.jpg,secondary,designated,shared_lane,5,,no,1
portland,w240575238_n5321091877.jpg,secondary,,,4,30 mph,yes,0
portland,w203307801_n2133019910.jpg,primary,yes,,,40 mph,,1
portland,w428312539_n3882634408.jpg,primary,,,7,30 mph,,0
portland,w428003031_n4271575196.jpg,primary,designated,lane,5,35 mph,,1
portland,w585951408_n5233994077.jpg,tertiary,designated,,,25 mph,,1
portland,w334059269_n434680358.jpg,secondary,designated,shared_lane,5,30 mph,,1
portland,w5524451_n1350854133.jpg,primary,yes,,4,35 mph,no,1
portland,w26229911_n30230562.jpg,motorway,no,,5,60 mph,yes,0
portland,w17018688_n5090756319.jpg,tertiary,designated,lane,2,25 mph,no,1
portland,w332485178_n2170849974.jpg,secondary,,,5,,,0
portland,w406834160_n2011452311.jpg,tertiary,designated,,,20 mph,,1
portland,w428077865_n53134650.jpg,primary,,,6,30 mph,no,0
portland,w537699750_n3847881868.jpg,secondary,,,3,30 mph,,0
portland,w31575717_n353309949.jpg,tertiary,designated,,,20 mph,,1
portland,w379991076_n4694356216.jpg,tertiary,designated,,1,30 mph,yes,1
portland,w190679515_n1755420664.jpg,secondary,yes,,4,35 mph,,1
portland,w416472794_n4172145546.jpg,secondary,designated,,3,20 mph,yes,1
portland,w428099798_n5435295623.jpg,primary,,,4,30 mph,,0
portland,w171973736_n1377073419.jpg,tertiary,designated,proposed,2,20 mph,,1
portland,w153743672_n1663931201.jpg,primary,yes,,,35 mph,,1
portland,w589306206_n1418533468.jpg,tertiary,designated,,3,40 mph,,1
portland,w133886687_n176423148.jpg,secondary,,lane,4,35 mph,yes,1
portland,w257835658_n2632986822.jpg,secondary,designated,lane,2,30 mph,,1
portland,w120884098_n1999237254.jpg,tertiary,designated,,2,25 mph,,1
portland,w286198885_n2898404924.jpg,tertiary,,,2,,,0
portland,w503641291_n5172479567.jpg,secondary,designated,lane,2,45 mph,yes,1
portland,w6427324_n3396261543.jpg,secondary,,,4,,,0
portland,w382375779_n3855756657.jpg,secondary,designated,,2,40 mph,yes,1
portland,w55779141_n1433168545.jpg,tertiary,designated,,4,25 mph,,1
portland,w603468172_n5728706672.jpg,primary,designated,,5,35 mph,,1
portland,w118879467_n1336175228.jpg,secondary,designated,,,35 mph,yes,1
portland,w294921105_n104566764.jpg,tertiary,designated,,,25 mph,,1
portland,w69340964_n662764975.jpg,tertiary,designated,lane,2,25 mph,yes,1
portland,w455866870_n5778230912.jpg,tertiary,designated,shared_lane,2,20 mph,,1
portland,w117031261_n40378331.jpg,tertiary,designated,,2,30 mph,,1
portland,w531689440_n5160879418.jpg,primary,,,5,35 mph,no,0
portland,w190506963_n2011391532.jpg,tertiary,designated,,,25 mph,,1
portland,w170042945_n5154343551.jpg,secondary,designated,,1,30 mph,yes,1
portland,w141272486_n2076779351.jpg,primary,designated,lane,2,35 mph,,1
portland,w96851040_n40550598.jpg,tertiary,,,,,,0
portland,w577061698_n60147425.jpg,secondary,,,2,,yes,0
portland,w123523170_n3399323032.jpg,tertiary,,,,20 mph,,0
portland,w177859545_n40594759.jpg,secondary,,,1,25 mph,yes,0
portland,w11754172_n105240113.jpg,tertiary,designated,,,,,1
portland,w597882488_n40530491.jpg,primary,designated,lane,4,40 mph,,1
portland,w186974990_n3513267270.jpg,motorway,no,,3,55 mph,yes,0
portland,w347402546_n60890664.jpg,tertiary,,,2,,,0
portland,w541961585_n5240101285.jpg,secondary,yes,,1,35 mph,yes,1
portland,w327079560_n3337920319.jpg,secondary,,,4,35 mph,-1,0
portland,w111476647_n3704160456.jpg,secondary,designated,lane,2,35 mph,-1,1
portland,w418667055_n40419809.jpg,primary,designated,lane,3,35 mph,yes,1
portland,w521715508_n176538284.jpg,tertiary,designated,,2,25 mph,no,1
portland,w620762201_n1843483030.jpg,primary,,,3,30 mph,yes,0
portland,w352622215_n3583825539.jpg,secondary,,lane,1,,yes,1
portland,w428005317_n1388977594.jpg,motorway,no,,4,60 mph,yes,0
portland,w343372485_n3502241750.jpg,primary,designated,lane,2,40 mph,yes,1
portland,w157188723_n1694007943.jpg,motorway,no,,2,60 mph,yes,0
portland,w197608939_n1684010816.jpg,tertiary,designated,lane,2,25 mph,yes,1
portland,w193417134_n2011504519.jpg,tertiary,designated,,,25 mph,,1
portland,w428097436_n4272380194.jpg,secondary,,,4,30 mph,,0
portland,w16275969_n1389116776.jpg,secondary,designated,shared_lane,1,30 mph,yes,1
portland,w150870223_n1637372855.jpg,tertiary,designated,lane,,35 mph,yes,1
portland,w189582871_n1641012864.jpg,tertiary,designated,,2,25 mph,,1
portland,w319352833_n3257640059.jpg,tertiary,,,1,,yes,0
portland,w156261064_n1325873439.jpg,primary,designated,lane,1,35 mph,yes,1
portland,w37815244_n2011452268.jpg,tertiary,designated,,,25 mph,,1
portland,w5538180_n40713798.jpg,tertiary,designated,,,25 mph,,1
portland,w271701589_n2861423422.jpg,secondary,,,1,,yes,0
portland,w105820842_n53202750.jpg,secondary,designated,shared_lane,,35 mph,,1
portland,w344320894_n3875308906.jpg,secondary,designated,lane,2,30 mph,,1
portland,w117446036_n3313392854.jpg,primary,designated,lane,2,30 mph,yes,1
portland,w24573092_n104712818.jpg,tertiary,,,,,no,0
portland,w359652179_n105097584.jpg,secondary,designated,lane,,,no,1
portland,w33972500_n2198807453.jpg,secondary,designated,lane,3,30 mph,,1
portland,w54362099_n685106592.jpg,primary,,,3,25 mph,yes,0
portland,w604404167_n1409093191.jpg,primary,designated,lane,5,30 mph,,1
portland,w54358150_n5002172539.jpg,secondary,,,4,25 mph,no,0
portland,w117031270_n40459390.jpg,tertiary,designated,,2,30 mph,,1
portland,w55128062_n693247863.jpg,tertiary,,,,,,0
portland,w30474349_n2142095413.jpg,tertiary,designated,lane,2,25 mph,yes,1
portland,w123155240_n40559592.jpg,primary,yes,,,30 mph,,1
portland,w424636850_n4240312874.jpg,secondary,,,2,,yes,0
portland,w54685343_n688600023.jpg,primary,,,,,,0
portland,w327076490_n5173864956.jpg,secondary,,,5,35 mph,-1,0
portland,w171973737_n3403257630.jpg,tertiary,,,,25 mph,,0
portland,w54455368_n5166483067.jpg,secondary,designated,,2,,no,1
portland,w40602091_n1636279419.jpg,tertiary,designated,,,35 mph,,1
portland,w428338519_n3663783405.jpg,secondary,yes,,4,30 mph,,1
portland,w460425666_n5440429948.jpg,secondary,,,,30 mph,,0
portland,w123383437_n2889569026.jpg,tertiary,,,1,,yes,0
portland,w119707007_n1490096450.jpg,secondary,designated,lane,,25 mph,,1
portland,w54684077_n688524850.jpg,primary,,,,,yes,0
portland,w294921197_n4962030936.jpg,tertiary,designated,,,25 mph,,1
portland,w30261687_n333499368.jpg,tertiary,designated,lane,,30 mph,yes,1
portland,w45701310_n3830247423.jpg,tertiary,,,,20 mph,yes,0
portland,w135838514_n1985202093.jpg,tertiary,,,2,20 mph,,0
portland,w623430894_n5421965133.jpg,primary,,,3,30 mph,,0
portland,w329993305_n107672391.jpg,primary,,,,25 mph,,0
portland,w428237339_n5767210825.jpg,secondary,,,5,30 mph,,0
portland,w317798720_n40619481.jpg,primary,yes,,,40 mph,,1
portland,w17020517_n2200137404.jpg,tertiary,yes,,3,,,1
portland,w160827170_n1548323861.jpg,motorway,no,,2,50 mph,yes,0
portland,w197595342_n2078032854.jpg,tertiary,,,,20 mph,,0
portland,w428097435_n4291702903.jpg,secondary,,,5,30 mph,,0
portland,w119505872_n3994465561.jpg,secondary,,,3,,,0
portland,w214879598_n1851247309.jpg,primary,,,4,30 mph,,0
portland,w395201957_n3981112258.jpg,primary,,,4,35 mph,yes,0
portland,w332223484_n1710594754.jpg,secondary,designated,shared_lane,2,30 mph,yes,1
portland,w55128091_n104620489.jpg,tertiary,,,,,,0
portland,w136373060_n1352012409.jpg,primary,designated,,4,40 mph,,1
portland,w169186385_n2133061297.jpg,tertiary,designated,lane,,30 mph,yes,1
portland,w24907869_n3237448178.jpg,primary,,,,,,0
portland,w215870359_n775913474.jpg,secondary,,,1,30 mph,yes,0
portland,w153284388_n1282914452.jpg,tertiary,,,2,25 mph,,0
portland,w5525630_n40573794.jpg,tertiary,designated,,,30 mph,yes,1
portland,w5531332_n2078032742.jpg,tertiary,designated,,2,25 mph,,1
portland,w123416192_n3420043181.jpg,secondary,designated,lane,,35 mph,,1
portland,w117062513_n40460668.jpg,tertiary,designated,,2,30 mph,,1
portland,w295582089_n3693882811.jpg,tertiary,,,2,30 mph,,0
portland,w620762194_n60562619.jpg,motorway,,,2,45 mph,yes,0
